type,id,name,campus,district,county,overall,overall_score,1_achievement,1_achievement_score,2_progress,2_progress_score,3_gaps,3_gaps_score,student_pop,esc_region,region,perc_econ_disadvantage,type_detail,absolute_url
campus,7905001.0,PLEASANTON H S,PLEASANTON H S,Pleasanton ISD,Atascosa,B,85,B,87,B,87,C,79,"1,031",20,REGION 20: SAN ANTONIO,55.9%,High School,/districts/pleasanton-isd/pleasanton-high-school/
campus,7905004.0,ATASCOSA CO ALTER,ATASCOSA CO ALTER,Pleasanton ISD,Atascosa,Not rated,.,Not rated,.,Not rated,.,Not rated,.,1,20,REGION 20: SAN ANTONIO,100.0%,High School,
campus,7905005.0,PLEASANTON ISD SCHOOL OF CHOICE,PLEASANTON ISD SCHOOL OF CHOICE,Pleasanton ISD,Atascosa,B,89,B,84,Not rated,.,Not rated,.,5,20,REGION 20: SAN ANTONIO,80.0%,High School,/districts/pleasanton-isd/pleasanton-isd-school-of-choice/
campus,7905041.0,PLEASANTON J H,PLEASANTON J H,Pleasanton ISD,Atascosa,D,63,D,69,D,66,F,50,794,20,REGION 20: SAN ANTONIO,61.6%,Middle School,/districts/pleasanton-isd/pleasanton-junior-high-school/
campus,7905103.0,PLEASANTON EL,PLEASANTON EL,Pleasanton ISD,Atascosa,F,57,D,64,F,59,F,39,"1,083",20,REGION 20: SAN ANTONIO,64.2%,Elementary,/districts/pleasanton-isd/pleasanton-elementary-school/
campus,7905105.0,PLEASANTON PRI,PLEASANTON PRI,Pleasanton ISD,Atascosa,F,57,Not rated,.,Not rated,.,Not rated,.,641,20,REGION 20: SAN ANTONIO,68.8%,Elementary,/districts/pleasanton-isd/pleasanton-primary-school/
district,7906.0,POTEET ISD,,Poteet ISD,Atascosa,B,86,B,81,A,90,C,77,"1,695",20,REGION 20: SAN ANTONIO,79.4%,District,/districts/poteet-isd/
campus,7906001.0,POTEET H S,POTEET H S,Poteet ISD,Atascosa,B,81,C,79,B,83,C,76,480,20,REGION 20: SAN ANTONIO,69.0%,High School,/districts/poteet-isd/poteet-high-school/
campus,7906003.0,ATASCOSA CO JUVENILE UNIT,ATASCOSA CO JUVENILE UNIT,Poteet ISD,Atascosa,Not rated,.,Not rated,.,Not rated,.,Not rated,.,3,20,REGION 20: SAN ANTONIO,100.0%,High School,/districts/poteet-isd/atascosa-co-juvenile-unit/
campus,7906041.0,POTEET J H,POTEET J H,Poteet ISD,Atascosa,C,71,D,69,C,75,D,61,382,20,REGION 20: SAN ANTONIO,79.1%,Middle School,/districts/poteet-isd/poteet-junior-high-school/
campus,7906101.0,POTEET EL,POTEET EL,Poteet ISD,Atascosa,D,69,D,67,C,73,D,61,577,20,REGION 20: SAN ANTONIO,86.8%,Elementary,/districts/poteet-isd/poteet-elementary-school/
campus,7906102.0,POTEET INT,POTEET INT,Poteet ISD,Atascosa,C,76,C,71,C,77,C,74,253,20,REGION 20: SAN ANTONIO,82.6%,Elementary,/districts/poteet-isd/poteet-intermediate-school/
district,8901.0,BELLVILLE ISD,,Bellville ISD,Austin,B,85,B,87,B,83,B,81,"2,221",6,REGION 06: HUNTSVILLE,49.5%,District,/districts/bellville-isd/
campus,8901001.0,BELLVILLE H S,BELLVILLE H S,Bellville ISD,Austin,B,83,B,85,B,80,C,77,714,6,REGION 06: HUNTSVILLE,43.8%,High School,/districts/bellville-isd/bellville-high-school/
campus,8901041.0,BELLVILLE J H,BELLVILLE J H,Bellville ISD,Austin,B,81,B,82,B,81,C,78,518,6,REGION 06: HUNTSVILLE,49.2%,Middle School,/districts/bellville-isd/bellville-junior-high-school/
campus,8901101.0,O'BRYANT PRI,O'BRYANT PRI,Bellville ISD,Austin,C,79,C,78,B,81,C,74,546,6,REGION 06: HUNTSVILLE,57.9%,Elementary,/districts/bellville-isd/obryant-primary-school/
campus,8901102.0,O'BRYANT INT,O'BRYANT INT,Bellville ISD,Austin,C,74,C,74,C,72,C,73,295,6,REGION 06: HUNTSVILLE,55.6%,Elementary,/districts/bellville-isd/obryant-intermediate-school/
campus,8901105.0,WEST END EL,WEST END EL,Bellville ISD,Austin,B,82,B,85,C,75,C,74,148,6,REGION 06: HUNTSVILLE,35.1%,Elementary,/districts/bellville-isd/west-end-elementary-school/
district,8902.0,SEALY ISD,,Sealy ISD,Austin,C,78,B,82,B,81,C,70,"2,751",6,REGION 06: HUNTSVILLE,59.5%,District,/districts/sealy-isd/
campus,8902001.0,SEALY H S,SEALY H S,Sealy ISD,Austin,B,81,B,83,B,81,C,75,804,6,REGION 06: HUNTSVILLE,54.2%,High School,/districts/sealy-isd/sealy-high-school/
campus,8902041.0,SEALY J H,SEALY J H,Sealy ISD,Austin,C,76,C,79,B,81,D,64,607,6,REGION 06: HUNTSVILLE,55.5%,Middle School,/districts/sealy-isd/sealy-junior-high-school/
campus,8902102.0,SELMAN EL,SELMAN EL,Sealy ISD,Austin,B,86,C,76,A,90,C,76,659,6,REGION 06: HUNTSVILLE,64.3%,Elementary,/districts/sealy-isd/selman-elementary-school/
campus,8902104.0,SEALY EL,SEALY EL,Sealy ISD,Austin,D,69,D,67,C,70,D,66,681,6,REGION 06: HUNTSVILLE,64.5%,Elementary,
district,8903.0,BRAZOS ISD,,Brazos ISD,Austin,B,89,B,89,B,89,B,89,825,6,REGION 06: HUNTSVILLE,64.1%,District,/districts/brazos-isd/
campus,8903001.0,BRAZOS H S,BRAZOS H S,Brazos ISD,Austin,B,88,B,89,B,85,B,87,217,6,REGION 06: HUNTSVILLE,48.8%,High School,/districts/brazos-isd/brazos-high-school/
campus,8903041.0,BRAZOS MIDDLE,BRAZOS MIDDLE,Brazos ISD,Austin,A,90,B,88,A,91,B,88,204,6,REGION 06: HUNTSVILLE,59.3%,Middle School,/districts/brazos-isd/brazos-middle-school/
campus,8903102.0,BRAZOS EL,BRAZOS EL,Brazos ISD,Austin,D,68,D,69,D,69,D,65,340,6,REGION 06: HUNTSVILLE,70.0%,Elementary,/districts/brazos-isd/brazos-elementary-school/
campus,8903103.0,PRAIRIE HARBOR ALTERNATIVE SCHOOL,PRAIRIE HARBOR ALTERNATIVE SCHOOL,Brazos ISD,Austin,Not rated,.,Not rated,.,Not rated,.,Not rated,.,64,6,REGION 06: HUNTSVILLE,100.0%,Elem/Secondary,/districts/brazos-isd/prairie-harbor-alternative-school/
district,9901.0,MULESHOE ISD,,Muleshoe ISD,Bailey,B,84,B,85,B,89,C,73,"1,414",17,REGION 17: LUBBOCK,86.1%,District,/districts/muleshoe-isd/
campus,9901001.0,MULESHOE H S,MULESHOE H S,Muleshoe ISD,Bailey,B,87,B,88,A,92,C,75,349,17,REGION 17: LUBBOCK,82.5%,High School,/districts/muleshoe-isd/muleshoe-high-school/
campus,9901002.0,P E P,P E P,Muleshoe ISD,Bailey,Not rated,.,Not rated,.,Not rated,.,Not rated,.,14,17,REGION 17: LUBBOCK,100.0%,High School,/districts/muleshoe-isd/pep/
campus,9901041.0,WATSON J H,WATSON J H,Muleshoe ISD,Bailey,C,77,D,69,C,79,C,71,340,17,REGION 17: LUBBOCK,85.6%,Middle School,/districts/muleshoe-isd/watson-junior-high-school/
campus,9901101.0,MARY DESHAZO EL,MARY DESHAZO EL,Muleshoe ISD,Bailey,F,55,F,58,D,60,F,43,319,17,REGION 17: LUBBOCK,88.4%,Elementary,/districts/muleshoe-isd/mary-deshazo-elementary-school/
campus,9901103.0,DILLMAN EL,DILLMAN EL,Muleshoe ISD,Bailey,F,55,Not rated,.,Not rated,.,Not rated,.,392,17,REGION 17: LUBBOCK,87.2%,Elementary,/districts/muleshoe-isd/dillman-elementary-school/
district,10901.0,MEDINA ISD,,Medina ISD,Bandera,B,81,B,82,B,80,C,79,306,20,REGION 20: SAN ANTONIO,61.8%,District,/districts/medina-isd/
campus,10901001.0,MEDINA SCHOOL,MEDINA SCHOOL,Medina ISD,Bandera,B,81,B,82,B,80,C,79,306,20,REGION 20: SAN ANTONIO,61.8%,Elem/Secondary,/districts/medina-isd/medina-high-school/
district,10902.0,BANDERA ISD,,Bandera ISD,Bandera,B,84,B,84,B,87,C,78,"2,230",20,REGION 20: SAN ANTONIO,53.5%,District,/districts/bandera-isd/
campus,10902001.0,BANDERA H S,BANDERA H S,Bandera ISD,Bandera,B,81,B,83,B,82,C,75,640,20,REGION 20: SAN ANTONIO,44.7%,High School,/districts/bandera-isd/bandera-high-school/
campus,10902041.0,BANDERA MIDDLE,BANDERA MIDDLE,Bandera ISD,Bandera,D,67,C,75,D,69,F,47,530,20,REGION 20: SAN ANTONIO,49.4%,Middle School,/districts/bandera-isd/bandera-middle-school/
campus,10902101.0,ALKEK EL,ALKEK EL,Bandera ISD,Bandera,C,74,C,75,C,75,C,72,570,20,REGION 20: SAN ANTONIO,59.5%,Elementary,/districts/bandera-isd/alkek-elementary-school/
campus,10902102.0,HILL COUNTRY EL,HILL COUNTRY EL,Bandera ISD,Bandera,C,79,C,72,B,80,C,77,490,20,REGION 20: SAN ANTONIO,62.2%,Elementary,/districts/bandera-isd/hill-country-elementary-school/
district,11901.0,BASTROP ISD,,Bastrop ISD,Bastrop,B,80,B,81,B,84,C,72,"11,043",13,REGION 13: AUSTIN,70.5%,District,/districts/bastrop-isd/
campus,11901001.0,BASTROP H S,BASTROP H S,Bastrop ISD,Bastrop,B,80,B,83,B,81,C,72,"1,466",13,REGION 13: AUSTIN,55.5%,High School,/districts/bastrop-isd/bastrop-high-school/
campus,11901002.0,CEDAR CREEK H S,CEDAR CREEK H S,Bastrop ISD,Bastrop,B,81,B,83,B,85,C,71,"1,572",13,REGION 13: AUSTIN,67.3%,High School,/districts/bastrop-isd/cedar-creek-high-school/
campus,11901005.0,COLORADO RIVER COLLEGIATE ACADEMY,COLORADO RIVER COLLEGIATE ACADEMY,Bastrop ISD,Bastrop,A,98,A,97,A,96,A,100,206,13,REGION 13: AUSTIN,60.2%,High School,/districts/bastrop-isd/colorado-river-collegiate-academy/
campus,11901022.0,GENESIS H S,GENESIS H S,Bastrop ISD,Bastrop,C,71,C,75,Not rated,.,D,62,112,13,REGION 13: AUSTIN,87.5%,High School,/districts/bastrop-isd/genesis-high-school/
campus,11901041.0,BASTROP MIDDLE,BASTROP MIDDLE,Bastrop ISD,Bastrop,C,77,C,70,C,79,C,72,820,13,REGION 13: AUSTIN,62.0%,Middle School,/districts/bastrop-isd/bastrop-middle-school/
campus,11901101.0,EMILE EL,EMILE EL,Bastrop ISD,Bastrop,D,62,D,67,D,63,F,50,707,13,REGION 13: AUSTIN,63.9%,Elementary,/districts/bastrop-isd/emile-elementary-school/
campus,11901102.0,MINA EL,MINA EL,Bastrop ISD,Bastrop,B,81,B,83,B,84,C,75,650,13,REGION 13: AUSTIN,56.8%,Elementary,/districts/bastrop-isd/mina-elementary-school/
campus,11901103.0,CEDAR CREEK EL,CEDAR CREEK EL,Bastrop ISD,Bastrop,C,71,D,67,C,73,D,67,768,13,REGION 13: AUSTIN,86.2%,Elementary,/districts/bastrop-isd/cedar-creek-elementary-school/
campus,11901104.0,BASTROP INT,BASTROP INT,Bastrop ISD,Bastrop,C,75,C,74,C,79,D,65,825,13,REGION 13: AUSTIN,68.0%,Middle School,/districts/bastrop-isd/bastrop-intermediate-school/
campus,11901106.0,CEDAR CREEK MIDDLE,CEDAR CREEK MIDDLE,Bastrop ISD,Bastrop,C,72,D,64,C,74,D,68,920,13,REGION 13: AUSTIN,77.1%,Middle School,/districts/bastrop-isd/cedar-creek-middle-school/
campus,11901107.0,RED ROCK EL,RED ROCK EL,Bastrop ISD,Bastrop,F,54,F,56,F,58,F,46,626,13,REGION 13: AUSTIN,84.7%,Elementary,/districts/bastrop-isd/red-rock-elementary-school/
campus,11901108.0,CEDAR CREEK INT,CEDAR CREEK INT,Bastrop ISD,Bastrop,D,64,C,70,C,77,F,33,930,13,REGION 13: AUSTIN,77.7%,Middle School,/districts/bastrop-isd/cedar-creek-intermediate-school/
campus,11901109.0,BLUEBONNET EL,BLUEBONNET EL,Bastrop ISD,Bastrop,D,67,D,65,D,69,D,63,776,13,REGION 13: AUSTIN,77.4%,Elementary,/districts/bastrop-isd/bluebonnet-elementary-school/
campus,11901110.0,LOST PINES EL,LOST PINES EL,Bastrop ISD,Bastrop,F,59,F,59,D,63,F,54,665,13,REGION 13: AUSTIN,86.8%,Elementary,/districts/bastrop-isd/lost-pines-elementary-school/
district,11902.0,ELGIN ISD,,Elgin ISD,Bastrop,B,82,C,79,B,87,C,71,"4,438",13,REGION 13: AUSTIN,77.3%,District,/districts/elgin-isd/
campus,11902001.0,ELGIN H S,ELGIN H S,Elgin ISD,Bastrop,B,81,B,82,B,85,C,71,"1,284",13,REGION 13: AUSTIN,69.4%,High School,/districts/elgin-isd/elgin-high-school/
campus,11902003.0,BASTROP COUNTY JUVENILE BOOT CAMP,BASTROP COUNTY JUVENILE BOOT CAMP,Elgin ISD,Bastrop,Not rated,.,Not rated,.,Not rated,.,Not rated,.,1,13,REGION 13: AUSTIN,100.0%,High School,/districts/elgin-isd/bastrop-county-juvenile-boot-camp/
campus,11902004.0,PHOENIX H S,PHOENIX H S,Elgin ISD,Bastrop,C,73,B,81,Not rated,.,F,30,50,13,REGION 13: AUSTIN,78.0%,High School,/districts/elgin-isd/phoenix-high-school/
campus,11902041.0,ELGIN MIDDLE,ELGIN MIDDLE,Elgin ISD,Bastrop,D,60,D,62,D,69,F,39,"1,023",13,REGION 13: AUSTIN,78.5%,Middle School,/districts/elgin-isd/elgin-middle-school/
campus,11902101.0,BOOKER T WASHINGTON EL,BOOKER T WASHINGTON EL,Elgin ISD,Bastrop,D,68,F,55,D,69,D,67,643,13,REGION 13: AUSTIN,83.8%,Elementary,/districts/elgin-isd/booker-t-washington-elementary-school/
campus,11902102.0,ELGIN EL,ELGIN EL,Elgin ISD,Bastrop,C,73,F,59,C,74,C,72,798,13,REGION 13: AUSTIN,84.7%,Elementary,/districts/elgin-isd/elgin-elementary-school-north/
campus,11902103.0,NEIDIG EL,NEIDIG EL,Elgin ISD,Bastrop,F,56,F,58,F,58,F,51,639,13,REGION 13: AUSTIN,75.6%,Elementary,/districts/elgin-isd/neidig-elementary-school/
district,11904.0,SMITHVILLE ISD,,Smithville ISD,Bastrop,B,80,B,81,B,81,C,77,"1,800",13,REGION 13: AUSTIN,58.9%,District,/districts/smithville-isd/
campus,11904002.0,SMITHVILLE H S,SMITHVILLE H S,Smithville ISD,Bastrop,B,82,B,82,B,80,B,82,547,13,REGION 13: AUSTIN,51.4%,High School,/districts/smithville-isd/smithville-high-school/
campus,11904041.0,SMITHVILLE J H,SMITHVILLE J H,Smithville ISD,Bastrop,C,77,C,77,B,80,C,71,424,13,REGION 13: AUSTIN,58.3%,Middle School,/districts/smithville-isd/smithville-junior-high-school/
campus,11904101.0,SMITHVILLE EL,SMITHVILLE EL,Smithville ISD,Bastrop,D,69,C,72,C,72,D,63,387,13,REGION 13: AUSTIN,60.7%,Elementary,/districts/smithville-isd/smithville-elementary-school/
campus,11904102.0,BROWN PRI,BROWN PRI,Smithville ISD,Bastrop,D,69,Not rated,.,Not rated,.,Not rated,.,442,13,REGION 13: AUSTIN,67.2%,Elementary,/districts/smithville-isd/brown-primary-school/
district,11905.0,MCDADE ISD,,Mcdade ISD,Bastrop,B,82,B,81,B,85,C,76,382,13,REGION 13: AUSTIN,61.0%,District,/districts/mcdade-isd/
campus,11905001.0,MCDADE H S,MCDADE H S,Mcdade ISD,Bastrop,C,77,C,73,C,78,C,73,147,13,REGION 13: AUSTIN,58.5%,Elem/Secondary,/districts/mcdade-isd/mcdade-h-s/
campus,11905101.0,MCDADE EL,MCDADE EL,Mcdade ISD,Bastrop,B,83,B,82,B,86,C,76,235,13,REGION 13: AUSTIN,62.6%,Elementary,/districts/mcdade-isd/mcdade-isd/
district,12901.0,SEYMOUR ISD,,Seymour ISD,Baylor,A,93,A,92,A,91,A,95,582,9,REGION 09: WICHITA FALLS,58.1%,District,/districts/seymour-isd/
campus,12901001.0,SEYMOUR H S,SEYMOUR H S,Seymour ISD,Baylor,A,93,A,94,A,90,A,90,152,9,REGION 09: WICHITA FALLS,50.7%,High School,/districts/seymour-isd/seymour-high-school/
campus,12901042.0,SEYMOUR MIDDLE,SEYMOUR MIDDLE,Seymour ISD,Baylor,B,88,B,85,B,89,B,87,176,9,REGION 09: WICHITA FALLS,55.1%,Middle School,/districts/seymour-isd/seymour-middle-school/
campus,12901101.0,SEYMOUR EL,SEYMOUR EL,Seymour ISD,Baylor,A,91,B,86,A,91,A,92,254,9,REGION 09: WICHITA FALLS,64.6%,Elementary,/districts/seymour-isd/seymour-elementary-school/
district,13801.0,ST MARY'S ACADEMY CHARTER SCHOOL,,St Mary'S Academy Charter School,Bee,B,81,C,77,B,85,C,73,430,2,REGION 02: CORPUS CHRISTI,82.6%,District,/districts/st-marys-academy-charter-school/
campus,13801101.0,ST MARY'S ACADEMY CHARTER SCHOOL,ST MARY'S ACADEMY CHARTER SCHOOL,St Mary'S Academy Charter School,Bee,B,81,C,77,B,85,C,73,430,2,REGION 02: CORPUS CHRISTI,82.6%,Elementary,/districts/st-marys-academy-charter-school/st-marys-academy-charter-school/
district,13901.0,BEEVILLE ISD,,Beeville ISD,Bee,C,77,C,74,C,79,C,73,"3,305",2,REGION 02: CORPUS CHRISTI,84.5%,District,/districts/beeville-isd/
campus,13901001.0,A C JONES H S,A C JONES H S,Beeville ISD,Bee,C,79,C,74,B,81,C,75,984,2,REGION 02: CORPUS CHRISTI,79.9%,High School,/districts/beeville-isd/ac-jones-high-school/
campus,13901004.0,A C JONES HEALTH PROFESSIONS MAGNE,A C JONES HEALTH PROFESSIONS MAGNE,Beeville ISD,Bee,A,94,A,93,A,94,Not rated,.,41,2,REGION 02: CORPUS CHRISTI,100.0%,High School,
campus,13901041.0,MORENO J H,MORENO J H,Beeville ISD,Bee,D,65,D,60,D,69,F,56,701,2,REGION 02: CORPUS CHRISTI,86.3%,Middle School,/districts/beeville-isd/moreno-middle-school/
campus,13901042.0,THE JOE BARNHART ACADEMY,THE JOE BARNHART ACADEMY,Beeville ISD,Bee,A,91,A,93,A,94,B,84,112,2,REGION 02: CORPUS CHRISTI,58.9%,Middle School,
campus,13901101.0,R A HALL EL,R A HALL EL,Beeville ISD,Bee,C,79,C,72,B,80,C,75,516,2,REGION 02: CORPUS CHRISTI,85.1%,Elementary,/districts/beeville-isd/ra-hall-elementary/
campus,13901102.0,FADDEN-MCKEOWN-CHAMBLISS EL,FADDEN-MCKEOWN-CHAMBLISS EL,Beeville ISD,Bee,D,68,F,58,C,70,D,64,579,2,REGION 02: CORPUS CHRISTI,89.3%,Elementary,/districts/beeville-isd/fadden-mckeown-chambliss-elementary/
campus,13901105.0,HAMPTON-MORENO-DUGAT EARLY CHILDHO,HAMPTON-MORENO-DUGAT EARLY CHILDHO,Beeville ISD,Bee,C,79,Not rated,.,Not rated,.,Not rated,.,372,2,REGION 02: CORPUS CHRISTI,91.1%,Elementary,/districts/beeville-isd/hampton-moreno-dugat-early-childhoood-center/
district,13902.0,PAWNEE ISD,,Pawnee ISD,Bee,B,84,C,78,B,86,C,78,318,2,REGION 02: CORPUS CHRISTI,84.9%,District,/districts/pawnee-isd/
campus,13902101.0,PAWNEE EL / J H,PAWNEE EL / J H,Pawnee ISD,Bee,B,84,C,78,B,86,C,78,318,2,REGION 02: CORPUS CHRISTI,84.9%,Elementary,/districts/pawnee-isd/pawnee-elementary-schooljunior-high-school/
district,13903.0,PETTUS ISD,,Pettus ISD,Bee,D,69,C,70,C,79,F,47,417,2,REGION 02: CORPUS CHRISTI,74.8%,District,/districts/pettus-isd/
campus,13903001.0,PETTUS SECONDARY,PETTUS SECONDARY,Pettus ISD,Bee,D,66,D,69,C,76,F,42,230,2,REGION 02: CORPUS CHRISTI,71.3%,Elem/Secondary,/districts/pettus-isd/pettus-high-school/
campus,13903101.0,PETTUS EL,PETTUS EL,Pettus ISD,Bee,B,81,C,76,B,83,C,75,187,2,REGION 02: CORPUS CHRISTI,79.1%,Elementary,/districts/pettus-isd/pettus-elementary-school/
district,13905.0,SKIDMORE-TYNAN ISD,,Skidmore-Tynan ISD,Bee,A,92,A,91,A,92,A,93,826,2,REGION 02: CORPUS CHRISTI,64.5%,District,/districts/skidmore-tynan-isd/
campus,13905001.0,SKIDMORE-TYNAN H S,SKIDMORE-TYNAN H S,Skidmore-Tynan ISD,Bee,A,90,A,90,A,90,A,90,273,2,REGION 02: CORPUS CHRISTI,60.1%,High School,/districts/skidmore-tynan-isd/skidmore-tynan-high-school/
campus,13905041.0,SKIDMORE-TYNAN J H,SKIDMORE-TYNAN J H,Skidmore-Tynan ISD,Bee,A,92,B,83,B,89,A,100,194,2,REGION 02: CORPUS CHRISTI,63.4%,Middle School,/districts/skidmore-tynan-isd/skidmore-tynan-junior-high-school/
campus,13905101.0,SKIDMORE-TYNAN EL,SKIDMORE-TYNAN EL,Skidmore-Tynan ISD,Bee,B,82,C,76,B,83,C,79,359,2,REGION 02: CORPUS CHRISTI,68.5%,Elementary,/districts/skidmore-tynan-isd/skidmore-tynan-elementary-school/
district,14801.0,RICHARD MILBURN ALTER HIGH SCHOOL,,Richard Milburn Alter High School,Bell,C,72,C,74,F,48,D,62,"1,949",20,REGION 20: SAN ANTONIO,68.3%,District,/districts/richard-milburn-alternative-high-school/
campus,14801001.0,RICHARD MILBURN ALTER H S (KILLEEN,RICHARD MILBURN ALTER H S (KILLEEN,Richard Milburn Alter High School,Bell,D,62,C,73,F,59,F,30,232,20,REGION 20: SAN ANTONIO,71.1%,High School,/districts/richard-milburn-alternative-high-school/richard-milburn-alternative-high-school-killeen/
campus,14801002.0,RICHARD MILBURN ACADEMY ODESSA,RICHARD MILBURN ACADEMY ODESSA,Richard Milburn Alter High School,Bell,D,63,C,72,F,45,F,30,477,20,REGION 20: SAN ANTONIO,43.4%,High School,/districts/richard-milburn-alternative-high-school/richard-milburn-academy-odessa/
campus,14801004.0,RICHARD MILBURN ACADEMY LUBBOCK,RICHARD MILBURN ACADEMY LUBBOCK,Richard Milburn Alter High School,Bell,D,60,C,72,F,53,F,30,130,20,REGION 20: SAN ANTONIO,88.5%,High School,/districts/richard-milburn-alternative-high-school/richard-milburn-academy-lubbock/
campus,14801005.0,RICHARD MILBURN ACADEMY HOUSTON (S,RICHARD MILBURN ACADEMY HOUSTON (S,Richard Milburn Alter High School,Bell,B,86,B,80,F,48,B,88,211,20,REGION 20: SAN ANTONIO,62.6%,High School,/districts/richard-milburn-alternative-high-school/richard-milburn-academy-houston-s/
campus,14801006.0,RICHARD MILBURN ACADEMY FORT WORTH,RICHARD MILBURN ACADEMY FORT WORTH,Richard Milburn Alter High School,Bell,D,64,C,75,F,44,F,30,173,20,REGION 20: SAN ANTONIO,84.4%,High School,/districts/richard-milburn-alternative-high-school/richard-milburn-academy-fort-worth/
campus,14801007.0,RICHARD MILBURN ACADEMY CORPUS CHR,RICHARD MILBURN ACADEMY CORPUS CHR,Richard Milburn Alter High School,Bell,D,65,C,74,F,56,F,30,277,20,REGION 20: SAN ANTONIO,76.2%,High School,/districts/richard-milburn-alternative-high-school/richard-milburn-academy-corpus-chr/
campus,14801008.0,RICHARD MILBURN ACADEMY AMARILLO,RICHARD MILBURN ACADEMY AMARILLO,Richard Milburn Alter High School,Bell,D,62,C,76,F,45,F,30,156,20,REGION 20: SAN ANTONIO,78.8%,High School,/districts/richard-milburn-alternative-high-school/richard-milburn-academy-amarillo/
campus,14801009.0,RICHARD MILBURN ACADEMY PASADENA,RICHARD MILBURN ACADEMY PASADENA,Richard Milburn Alter High School,Bell,F,57,D,66,F,43,F,30,158,20,REGION 20: SAN ANTONIO,91.1%,High School,/districts/richard-milburn-alternative-high-school/richard-milburn-academy-houston-ea/
campus,14801010.0,RICHARD MILBURN ACADEMY MIDLAND SO,RICHARD MILBURN ACADEMY MIDLAND SO,Richard Milburn Alter High School,Bell,F,58,D,69,F,40,F,30,135,20,REGION 20: SAN ANTONIO,65.2%,High School,/districts/richard-milburn-alternative-high-school/richard-milburn-academy-midland-so/
district,14803.0,PRIORITY CHARTER SCHOOLS,,Priority Charter Schools,Bell,B,86,B,87,B,89,B,80,789,12,REGION 12: WACO,57.7%,District,/districts/temple-education-center/
campus,14803002.0,GEORGETOWN CHARTER ACADEMY,GEORGETOWN CHARTER ACADEMY,Priority Charter Schools,Bell,C,71,C,71,D,62,Not rated,.,77,12,REGION 12: WACO,50.6%,Elementary,/districts/temple-education-center/georgetown-charter-academy/
campus,14803003.0,COVE CHARTER ACADEMY,COVE CHARTER ACADEMY,Priority Charter Schools,Bell,C,75,C,75,B,81,D,62,236,12,REGION 12: WACO,62.3%,Elem/Secondary,/districts/temple-education-center/cove-charter-academy/
campus,14803004.0,CEDAR PARK CHARTER ACADEMY,CEDAR PARK CHARTER ACADEMY,Priority Charter Schools,Bell,B,88,B,81,A,91,B,80,190,12,REGION 12: WACO,34.2%,Elem/Secondary,/districts/temple-education-center/cedar-park-charter-academy/
campus,14803101.0,TEMPLE CHARTER ACADEMY,TEMPLE CHARTER ACADEMY,Priority Charter Schools,Bell,C,78,B,80,B,80,C,72,286,12,REGION 12: WACO,71.3%,Elem/Secondary,/districts/temple-education-center/temple-education-center/
district,14804.0,ORENDA CHARTER SCHOOL,,Orenda Charter School,Bell,B,89,A,90,B,82,B,87,"1,719",12,REGION 12: WACO,15.4%,District,/districts/orenda-charter-school/
campus,14804002.0,NEW HORIZONS,NEW HORIZONS,Orenda Charter School,Bell,Not rated,.,Not rated,.,Not rated,.,Not rated,.,67,12,REGION 12: WACO,100.0%,Elem/Secondary,/districts/orenda-charter-school/new-horizons/
campus,14804005.0,GATEWAY TECH H S,GATEWAY TECH H S,Orenda Charter School,Bell,A,96,A,91,D,68,Not rated,.,74,12,REGION 12: WACO,16.2%,High School,/districts/orenda-charter-school/gateway-tech-high-school/
campus,14804006.0,GATEWAY COLLEGE PREPARATORY SCHOOL,GATEWAY COLLEGE PREPARATORY SCHOOL,Orenda Charter School,Bell,A,92,A,94,B,83,B,87,"1,300",12,REGION 12: WACO,5.6%,Elem/Secondary,/districts/orenda-charter-school/gateway-college-preparatory-school/
campus,14804007.0,NOLAN CREEK SCHOOL,NOLAN CREEK SCHOOL,Orenda Charter School,Bell,D,62,C,72,F,56,F,37,113,12,REGION 12: WACO,23.9%,Elementary,/districts/orenda-charter-school/nolan-creek-school/
campus,14804008.0,KINGSLAND SCHOOL,KINGSLAND SCHOOL,Orenda Charter School,Bell,D,68,C,70,D,65,D,62,165,12,REGION 12: WACO,51.5%,Elementary,/districts/orenda-charter-school/kingsland-school/
